,Word,POS,Sentiment
1112,choppy,adj,negative
1113,choke,verb,negative
1114,chore,noun,negative
1115,chronic,adj,negative
1116,chum,noun,positive
1117,civility,noun,positive
1118,civilization,noun,positive
1119,civilize,adj,positive
1120,civilize,verb,positive
1121,civil,adj,positive
1122,claim,anypos,neutral
1123,clamor,noun,negative
1124,clamorous,adj,negative
1125,clandestine,adj,neutral
1126,clarity,adj,positive
1127,clash,adj,negative
1128,clash,noun,negative
1129,classic,noun,positive
1130,clean,adj,positive
1131,cleanliness,noun,positive
1132,cleanse,verb,positive
1133,clear,anypos,positive
1134,clear-cut,adj,positive
1135,clearer,adj,positive
1136,clearer,noun,positive
1137,clearly,anypos,positive
1138,clever,adj,positive
1139,cliche,anypos,negative
1140,cliched,anypos,negative
1141,clique,noun,negative
1142,clog,verb,negative
1143,close,adj,negative
1144,closeness,adj,positive
1145,closeness,noun,positive
1146,cloud,verb,negative
1147,clout,adj,positive
1148,clout,noun,positive
1149,clumsy,adj,negative
1150,co-operation,adj,positive
1151,co-operation,noun,positive
1152,coarse,adj,negative
1153,coax,verb,positive
1154,cocky,adj,negative
1155,coddle,verb,positive
1156,coerce,verb,negative
1157,coercion,noun,negative
1158,coercive,adj,negative
1159,cogent,adj,positive
1160,cohesive,adj,positive
1161,cogitate,verb,neutral
1162,cognizance,adj,neutral
1163,cognizance,noun,neutral
1164,cognizant,noun,neutral
1165,cohere,verb,positive
1166,coherence,adj,positive
1167,coherence,noun,positive
1168,coherent,adj,positive
1169,cohesion,noun,positive
1170,cohesive,adj,positive
1171,cold,adj,negative
1172,coldly,adverb,negative
1173,collapse,adj,negative
1174,collapse,verb,negative
1175,collide,verb,negative
1176,collude,verb,negative
1177,collusion,noun,negative
1178,colorful,adj,positive
1179,colossal,adj,positive
1180,combative,adj,negative
1181,comeback,adj,positive
1182,comeback,noun,positive
1183,comedy,noun,negative
1184,comedy,adj,negative
1185,comely,adj,positive
1186,comfort,verb,positive
1187,comfortable,adj,positive
1188,comfortable,noun,positive
1189,comfortably,adverb,positive
1190,comforting,anypos,positive
1191,comical,adj,negative
1192,commend,verb,positive
1193,commendable,adj,positive
1194,commendably,adverb,positive
1195,commensurate,adj,positive
1196,commonsense,noun,positive
1197,commonsensible,adj,positive
1198,commonsensibly,adverb,positive
1199,commonsensical,adj,positive
1200,comment,adj,neutral
1201,comment,noun,neutral
1202,commentator,adj,neutral
1203,commentator,noun,neutral
1204,commodious,adj,positive
1205,commiserate,verb,negative
1206,commitment,adj,positive
1207,commitment,noun,positive
1208,commonplace,adj,negative
1209,commotion,adj,negative
1210,commotion,noun,negative
1211,compact,adj,positive
1212,compassion,noun,positive
1213,compassionate,adj,positive
1214,compatible,adj,positive
1215,compatible,noun,positive
1216,compel,verb,negative
1217,compelling,adj,positive
1218,compelling,noun,positive
1219,compensate,verb,positive
1220,competent,adj,positive
1221,competence,noun,positive
1222,competency,noun,positive
1223,competitive,adj,positive
1224,competitive,noun,positive
1225,competitiveness,anypos,positive
1226,complacent,adj,negative
1227,complacent,noun,negative
1228,complain,verb,negative
1229,complaining,adj,negative
1230,complaining,noun,negative
1231,complaint,noun,negative
1232,complaints,adj,negative
1233,complaints,noun,negative
1234,complement,noun,positive
1235,complement,verb,positive
1236,complete,adj,neutral
1237,completely,adverb,neutral
1238,complex,adj,negative
1239,compliant,adj,positive
1240,compliant,noun,positive
1241,complicate,verb,negative
1242,complicated,adj,negative
1243,complication,noun,negative
1244,complicit,adj,negative
1245,compliment,verb,positive
1246,complimentary,anypos,positive
1247,comprehend,verb,neutral
1248,comprehensive,adj,positive
1249,compromise,adj,positive
1250,compromise,noun,positive
1251,compromise,verb,positive
1252,compromises,adj,positive
1253,compromises,noun,positive
1254,compulsion,noun,negative
1255,compulsive,adj,negative
1256,compulsory,adj,negative
1257,comrades,adj,positive
1258,comrades,noun,positive
1259,concede,verb,negative
1260,conceit,noun,negative
1261,conceited,adj,negative
1262,conceivable,adj,positive
1263,conceivable,noun,positive
1264,concern,adj,negative
1265,concern,noun,negative
1266,concern,verb,negative
1267,concerned,anypos,negative
1268,concerning,adj,neutral
1269,concerning,noun,neutral
1270,concerns,adj,negative
1271,concerns,noun,negative
1272,concerted,adj,neutral
1273,concession,adj,negative
1274,concession,noun,negative
1275,concessions,adj,negative
1276,concessions,noun,negative
1277,conciliate,verb,positive
1278,conciliatory,adj,positive
1279,conclusive,adj,positive
1280,concrete,adj,positive
1281,concur,verb,positive
1282,condescend,verb,negative
1283,condescending,adj,negative
1284,condescendingly,adverb,negative
1285,condescension,noun,negative
1286,condemn,anypos,negative
1287,condemn,verb,negative
1288,condemnable,adj,negative
1289,condemnation,noun,negative
1290,condolence,noun,negative
1291,condolences,adj,negative
1292,condolences,noun,negative
1293,condone,verb,positive
1294,conducive,adj,positive
1295,conducive,noun,positive
1296,confer,verb,positive
1297,confess,verb,negative
1298,confession,noun,negative
1299,confessions,adj,negative
1300,confessions,noun,negative
1301,confide,verb,neutral
1302,confidence,adj,positive
1303,confidence,noun,positive
1304,confident,adj,positive
1305,conflict,adj,negative
1306,conflict,noun,negative
1307,confound,anypos,negative
1308,confound,verb,negative
1309,confounded,anypos,negative
1310,confounding,anypos,negative
1311,confront,verb,negative
1312,confrontation,adj,negative
1313,confrontation,noun,negative
1314,confrontational,adj,negative
1315,confuse,verb,negative
1316,confused,anypos,negative
1317,confusing,adj,negative
1318,confusing,anypos,negative
1319,confusion,adj,negative
1320,confusion,noun,negative
1321,confute,verb,positive
1322,congenial,adj,positive
1323,congested,adj,negative
1324,congestion,noun,negative
1325,congratulate,verb,positive
1326,congratulations,adj,positive
1327,congratulations,noun,positive
1328,congratulatory,anypos,positive
1329,conjecture,verb,neutral
1330,conquer,verb,positive
1331,conscience,adj,neutral
1332,conscience,noun,positive
1333,conscientious,adj,positive
1334,consciousness,adj,neutral
1335,consciousness,noun,neutral
1336,consensus,noun,positive
1337,consent,verb,positive
1338,consequently,anypos,neutral
1339,consider,verb,neutral
1340,considerable,adj,neutral
1341,considerably,anypos,neutral
1342,considerate,adj,positive
1343,consideration,adj,neutral
1344,consideration,noun,neutral
1345,consistent,adj,positive
1346,console,verb,positive
1347,conspicuous,adj,negative
1348,conspicuous,noun,negative
1349,conspicuously,anypos,negative
1350,conspiracies,adj,negative
1351,conspiracies,noun,negative
1352,conspiracy,adj,negative
1353,conspiracy,noun,negative
1354,conspirator,adj,negative
1355,conspirator,noun,negative
1356,conspiratorial,anypos,negative
1357,conspire,verb,negative
1358,constancy,noun,positive
1359,consternation,noun,negative
1360,constitutions,adj,neutral
1361,constitutions,noun,neutral
1362,constrain,verb,negative
1363,constraint,noun,negative
1364,constructive,adj,positive
1365,constructive,adj,positive
1366,constructive,noun,positive
1367,consume,verb,negative
1368,consummate,adj,positive
1369,contagious,adj,negative
1370,contaminate,verb,negative
1371,contamination,noun,negative
1372,contemplate,verb,neutral
1373,contempt,noun,negative
1374,contemptible,adj,negative
1375,contemptuous,adj,negative
1376,contemptuously,anypos,negative
1377,contend,verb,negative
1378,content,adj,positive
1379,content,verb,positive
1380,contention,noun,negative
1381,contentment,noun,positive
1382,contentious,adj,negative
1383,contentious,noun,negative
1384,continuity,noun,positive
1385,continuous,adj,neutral
1386,contort,verb,negative
1387,contortions,adj,negative
1388,contortions,noun,negative
1389,contradict,verb,negative
1390,contradiction,noun,negative
1391,contradictory,adj,negative
1392,contrariness,anypos,negative
1393,contrary,adj,negative
1394,contravene,verb,negative
1395,contribution,adj,positive
1396,contribution,noun,positive
1397,contrive,verb,negative
1398,contrived,anypos,negative
1399,controversial,adj,negative
1400,controversial,noun,negative
1401,controversy,adj,negative
1402,controversy,noun,negative
1403,convenient,adj,positive
1404,convenient,anypos,positive
1405,conveniently,anypos,positive
1406,conviction,adj,positive
1407,conviction,noun,positive
1408,convince,verb,positive
1409,convincing,adj,positive
1410,convincing,noun,positive
1411,convincingly,anypos,positive
1412,convoluted,adj,negative
1413,cooperate,verb,positive
1414,cooperation,adj,positive
1415,cooperation,noun,positive
1416,cooperative,adj,positive
1417,cooperatively,adverb,positive
1418,coping,adj,negative
1419,coping,noun,negative
1420,cordial,adj,positive
1421,cornerstone,adj,positive
1422,cornerstone,noun,positive
1423,correct,adj,positive
1424,correct,anypos,positive
1425,corrective,adj,neutral
1426,correctly,anypos,positive
1427,corrode,verb,negative
1428,corrosion,noun,negative
1429,corrosive,adj,negative
1430,corrupt,adj,negative
1431,corrupt,verb,negative
1432,corruption,noun,negative
1433,cost-effective,adj,positive
1434,cost-saving,adj,positive
1435,costly,adj,negative
1436,could,anypos,neutral
1437,counterproductive,adj,negative
1438,coupists,adj,negative
1439,coupists,noun,negative
1440,courage,adj,positive
1441,courage,noun,positive
1442,courageous,adj,positive
1443,courageously,anypos,positive
1444,courageousness,noun,positive
1445,court,verb,positive
1446,courteous,adj,positive
1447,courtesy,noun,positive
1448,courtly,adj,positive
1449,covenant,noun,positive
1450,covert,adj,neutral
1451,covet,verb,both
1452,coveting,adj,both
1453,covetingly,anypos,both
1454,covetous,adj,negative
1455,covetous,anypos,negative
1456,covetously,anypos,both
1457,cow,verb,negative
1458,coward,noun,negative
1459,cowardly,anypos,negative
1460,cozy,adj,positive
1461,crackdown,adj,negative
1462,crackdown,noun,negative
1463,crafty,adj,negative
1464,cramped,adj,negative
1465,cranky,adj,negative
1466,crass,adj,negative
1467,crave,verb,positive
1468,craven,anypos,negative
1469,cravenly,anypos,negative
1470,craving,noun,positive
1471,craze,noun,negative
1472,crazily,anypos,negative
1473,craziness,noun,negative
1474,crazy,anypos,negative
1475,creative,adj,positive
1476,credence,adj,positive
1477,credence,noun,positive
1478,credible,adj,positive
1479,credulous,adj,negative
1480,crime,noun,negative
1481,criminal,noun,negative
1482,cringe,verb,negative
1483,cripple,verb,negative
1484,crippling,adj,negative
1485,crisis,adj,negative
1486,crisis,noun,negative
1487,crisp,adj,positive
1488,critic,noun,negative
1489,critical,anypos,negative
1490,criticism,adj,negative
1491,criticism,noun,negative
1492,criticisms,adj,negative
1493,criticisms,noun,negative
1494,criticize,verb,negative
1495,critics,adj,negative
1496,critics,noun,negative
1497,crook,noun,negative
1498,crooked,adj,negative
1499,cross,adj,negative
1500,crowded,adj,negative
1501,crude,adj,negative
1502,cruel,adj,negative
1503,cruelties,noun,negative
1504,cruelty,noun,negative
1505,crumble,verb,negative
1506,crumple,verb,negative
1507,crusade,adj,positive
1508,crusade,noun,positive
1509,crusader,noun,positive
1510,crush,verb,negative
1511,crushing,adj,negative
1512,cry,verb,negative
1513,culpable,adj,negative
1514,cuplrit,noun,negative
1515,cumbersome,adj,negative
1516,cure-all,adj,positive
1517,cure-all,noun,positive
1518,curious,anypos,positive
1519,curiously,anypos,positive
1520,curse,noun,negative
1521,curse,verb,negative
1522,cursed,adj,negative
1523,cursed,anypos,negative
1524,curses,noun,negative
1525,cursory,adj,negative
1526,curt,adj,negative
1527,cuss,verb,negative
1528,cut,verb,negative
1529,cute,adj,positive
1530,cutthroat,adj,negative
1531,cynical,adj,negative
1532,cynicism,noun,negative
1533,damage,noun,negative
1534,damage,verb,negative
1535,damaging,adj,negative
1536,damn,adj,negative
1537,damn,noun,negative
1538,damn,verb,negative
1539,damnable,anypos,negative
1540,damnably,anypos,negative
1541,damnation,anypos,negative
1542,damned,anypos,negative
1543,damning,anypos,negative
1544,dance,noun,positive
1545,dance,verb,positive
1546,danger,adj,negative
1547,danger,noun,negative
1548,dangerous,adj,negative
1549,dangerousness,adj,negative
1550,dangerousness,noun,negative
1551,dangle,verb,negative
1552,dare,verb,positive
1553,daring,anypos,positive
1554,daringly,anypos,positive
1555,dark,adj,negative
1556,darken,verb,negative
1557,darkness,noun,negative
1558,darling,anypos,positive
1559,darn,anypos,negative
1560,dash,verb,negative
1561,dashing,adj,positive
1562,dastard,noun,negative
1563,dastardly,anypos,negative
1564,daunt,verb,negative
1565,daunting,anypos,negative
1566,dauntingly,anypos,negative
1567,dauntless,adj,positive
1568,dawdle,verb,negative
1569,dawn,verb,positive
1570,daydream,verb,positive
1571,daydreamer,anypos,positive
1572,daze,verb,negative
1573,dazed,adj,negative
1574,dazzle,verb,positive
1575,dazzled,adj,positive
1576,dazzling,anypos,positive
1577,dead,adj,negative
1578,deadbeat,adj,negative
1579,deadlock,noun,negative
1580,deadlock,verb,negative
1581,deadly,adj,negative
